calibration_data,81.68,30.71,0.57,1.87,0.66
calibration_data,81.28,30.74,0.60,1.81,0.70
calibration_data,86.98,50.71,0.62,1.81,0.70
calibration_data,85.91,50.02,0.59,1.80,0.69
